,model,val_roc_auc,train_roc_auc,val_accuracy,train_accuracy,val_f1_score,train_f1_score,features,preprocessing,n_jobs,random_state,max_depth,n_estimators,gamma,learning_rate,objective,use_label_encoder,base_score,booster,colsample_bylevel,colsample_bynode,colsample_bytree,gpu_id,importance_type,max_delta_step,min_child_weight,monotone_constraints,num_parallel_tree,reg_alpha,reg_lambda,scale_pos_weight,subsample,tree_method,validate_parameters,eval_metric,seed
194,XGBClassifier,0.8693276636987539,0.9978776185601426,0.8182626083092646,0.9794104577099688,0.7225237449118046,0.7225237449118046,"SMOTED activites, clicks, activities*clicks, assessments, modules",normalized,8.0,111.0,6.0,100.0,0,0.300000012,binary:logistic,False,0.5,gbtree,1.0,1.0,1.0,-1.0,gain,0.0,1.0,(),1.0,0.0,1.0,1.0,1.0,exact,1.0,logloss,
197,XGBClassifier,0.8684623194271125,0.9998059641275514,,,,,,,,,59.0,,,0.24862517465183923,binary:logistic,,,,,,0.4415298937824075,,,,4.0,,,,,1.675148468700464,0.4724151601446173,,,logloss,
203,XGBClassifier,0.8643110222119318,0.9478686570669308,,,,,,,,,20.0,,,0.29999999999999993,binary:logistic,,,,,,1.0,,,,10.0,,,,,0.5,0.3,,,logloss,
239,XGBClassifier,0.8243740956712178,0.9997120479152268,,,,,,,,,60.0,,,0.0574532400993164,binary:hinge,,,,,,0.6515472130131442,,,,7.0,,,,,1.950073165998157,0.8164237932208208,,,logloss,
240,XGBClassifier,0.8233395515060026,1.0,,,,,,,,,29.0,,,0.061014274076368946,binary:hinge,,,,,,0.9981385121486523,,,,1.0,,,,,1.6648143710972243,0.915464912398534,,,logloss,
243,XGBClassifier,0.8124502386950276,0.999827228749136,,,,,,,,,54.0,,,0.05101944854055706,binary:hinge,,,,,,0.3111345511561921,,,,5.0,,,,,1.8264514855249283,0.9855690838677812,,,error,
247,XGBClassifier,0.7894706007556287,0.9999424095830454,,,,,,,,,21.0,,,0.29803924546595295,binary:hinge,,,,,,0.6607522075473179,,,,9.0,,,,,1.221060885544739,0.980752270557169,,,error,
249,XGBClassifier,0.7888841870874695,0.9868522151811572,,,,,,,,,49.0,,,0.06584352695141871,binary:hinge,,,,,,0.6664964301262849,,,,6.0,,,,,1.0057722810383778,0.3967905368038786,,,logloss,
250,XGBClassifier,0.7874417887254247,0.9992512582311832,,,,,,,,,37.0,,,0.056177372789484335,binary:hinge,,,,,,0.3008424860973281,,,,10.0,,,,,1.3310876711163029,0.9355828003626188,,,logloss,
251,XGBClassifier,0.7860722088286904,0.983469666039276,,,,,,,,,32.0,,,0.2460620770824518,binary:hinge,,,,,,0.9869264192692112,,,,10.0,,,,,1.8394643383780864,0.3067421666768199,,,logloss,
252,XGBClassifier,0.7848368679373205,0.9999424095830454,,,,,,,,,21.0,,,0.05486011274821516,binary:hinge,,,,,,0.8787255241937381,,,,3.0,,,,,1.4597063830225934,0.9764547383324448,,,logloss,
256,XGBClassifier,0.7783780011355791,0.9872096650606256,,,,,,,,,45.0,,,0.08058748912393449,binary:hinge,,,,,,0.5679058865709348,,,,5.0,,,,,1.895197764650847,0.3486925070563107,,,logloss,
257,XGBClassifier,0.77748951164388,0.9869256616528504,,,,,,,,,31.0,,,0.29364730591135024,binary:hinge,,,,,,0.9381725948856044,,,,6.0,,,,,1.2312611755445284,0.3,,,error,
259,XGBClassifier,0.7649339671175672,0.9996773800422244,,,,,,,,,42.0,,,0.23317002505809323,binary:hinge,,,,,,0.4343470907699389,,,,7.0,,,,,0.5768848834415042,0.6223636469213607,,,logloss,
